ID;Customer_Subtype;Number_of_houses;Avg_size_household;Avg_age;Customer_main_type;Roman_catholic;Protestant;Other_religion;No_religion;Married;Living_together;Other_relation;Singles;Household_without_children;Household_with_children;High_level_education;Medium_level_education;Lower_level_education;High_status;Entrepreneur;Farmer;Middle_management;Skilled_labourers;Unskilled_labourers;Social_class_A;Social_class_B1;Social_class_B2;Social_class_C;Social_class_D;Rented_house;Home_owners;One_car;Two_cars;No_car;National_Health_Service;Private_health_insurance;Income_LT_30000;Income_30_45000;Income_45_75000;Income_75_122000;Income_GT123000;Average_income;Purchasing_power_class;Contribution_private_third_party_insurance;Contribution_third_party_insurance_firms;Contribution_third_party_insurane_agriculture;Contribution_car_policies;Contribution_delivery_van_policies;Contribution_motorcycle_scooter_policies;Contribution_lorry_policies;Contribution_trailer_policies;Contribution_tractor_policies;Contribution_agricultural_machines_policies;Contribution_moped_policies;Contribution_life_insurances;Contribution_private_accident_insurance_policies;Contribution_family_accidents_insurance_policies;Contribution_disability_insurance_policies;Contribution_fire_policies;Contribution_surfboard_policies;Contribution_boat_policies;Contribution_bicycle_policies;Contribution_property_insurance_policies;Contribution_social_security_insurance_policies;Number_of_private_third_party_insurance;Number_of_third_party_insurance_firms;Number_of_third_party_insurane_agriculture;Number_of_car_policies;Number_of_delivery_van_policies;Number_of_motorcycle_scooter_policies;Number_of_lorry_policies;Number_of_trailer_policies;Number_of_tractor_policies;Number_of_agricultural_machines_policies;Number_of_moped_policies;Number_of_life_insurances;Number_of_private_accident_insurance_policies;Number_of_family_accidents_insurance_policies;Number_of_disability_insurance_policies;Number_of_fire_policies;Number_of_surfboard_policies;Number_of_boat_policies;Number_of_bicycle_policies;Number_of_property_insurance_policies;Number_of_social_security_insurance_policies;Number_of_mobile_home_policies_num
3342;Etnically diverse;1;3;40-50 years;Living well;1 - 10 PCT;4;1;5;6;1;2;1;2;6;1;2;7;1;0;0;4;4;1;1;1;2;6;1;8;1;7;1;2;8;1;3;5;2;1;1;3;2;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3343;High status seniors;1;3;40-50 years;Successful hedonists;0 PCT;6;2;2;7;0;2;2;3;5;1;4;5;1;1;2;3;2;1;2;2;0;5;0;4;5;6;1;2;8;1;3;5;1;0;1;4;6;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3344;Low income catholics;1;2;50-60 years;Retired and Religeous;0 PCT;5;0;4;3;0;6;4;2;3;0;0;9;0;0;0;3;4;3;0;0;0;6;3;7;2;2;2;6;9;0;5;4;0;0;0;2;1;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3345;Etnically diverse;1;1;40-50 years;Living well;0 PCT;3;2;5;1;1;8;7;2;1;2;2;6;1;0;0;3;3;4;1;2;2;5;1;9;0;5;0;4;7;2;5;4;0;0;0;2;2;f 1 – 49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3346;Young and rising;1;1;30-40 years;Living well;1 - 10 PCT;4;2;4;2;2;6;6;3;1;2;4;4;2;0;0;3;2;3;2;2;2;5;1;8;1;6;0;3;8;1;2;6;2;1;0;3;3;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3347;Traditional families;1;2;30-40 years;Conservative families;0 PCT;4;2;4;7;1;2;3;4;3;1;1;8;1;0;0;3;6;0;1;1;1;8;0;3;6;7;1;1;8;1;0;7;2;0;0;4;4;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3348;Middle class families;1;2;50-60 years;Driven Growers;11 - 23 PCT;2;2;5;7;1;2;2;4;4;5;3;2;8;1;0;0;0;0;7;0;2;0;0;0;9;3;5;2;2;7;0;2;5;2;1;6;7;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3349;High status seniors;1;2;50-60 years;Successful hedonists;0 PCT;6;1;3;7;0;2;3;2;5;1;6;3;3;1;1;2;2;1;1;1;4;4;0;3;6;6;2;2;5;4;5;2;2;2;1;4;6;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3350;Mixed rurals;1;3;40-50 years;Farmers;0 PCT;5;1;3;7;1;2;1;4;4;0;2;7;1;0;3;2;2;3;1;2;3;4;1;4;5;6;3;1;7;2;2;5;1;2;0;4;4;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3351;Lower class large families;1;3;40-50 years;Family with grown ups;0 PCT;3;4;3;9;0;0;0;1;8;0;4;5;1;0;0;3;5;2;1;2;1;4;3;9;0;5;3;2;7;2;0;3;3;4;0;7;3;f 0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3352;Lower class large families;1;3;30-40 years;Family with grown ups;0 PCT;7;0;2;7;2;0;0;4;5;0;2;7;0;2;0;2;4;2;0;0;4;5;0;2;7;5;4;0;9;0;0;5;4;0;0;4;3;f 0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3353;Low income catholics;1;2;40-50 years;Retired and Religeous;0 PCT;6;1;3;6;1;3;3;2;5;0;2;7;0;0;1;2;4;3;0;1;2;5;2;6;3;5;1;3;8;1;5;2;3;0;0;3;1;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3354;Mixed rurals;1;2;40-50 years;Farmers;0 PCT;9;0;0;5;0;4;4;3;3;0;3;6;0;0;2;0;3;5;0;3;0;6;0;0;9;3;2;4;7;2;6;3;0;0;0;2;4;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3355;Lower class large families;2;3;40-50 years;Family with grown ups;0 PCT;5;0;4;7;0;2;2;2;6;0;2;7;0;2;2;0;6;0;1;0;2;6;0;2;7;4;4;2;8;1;5;2;3;0;0;3;3;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
3356;Traditional families;1;2;50-60 years;Conservative families;0 PCT;3;5;1;5;0;4;4;4;2;2;4;4;1;1;0;3;2;4;2;1;3;3;2;7;2;6;1;2;6;3;0;2;4;3;0;6;4;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3357;Young urban have-nots;2;2;50-60 years;Living well;1 - 10 PCT;5;1;3;6;0;3;4;3;3;1;3;5;2;1;0;3;3;2;1;1;2;5;2;5;4;6;0;3;6;3;3;3;2;1;0;3;1;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3358;Lower class large families;1;3;30-40 years;Family with grown ups;0 PCT;7;0;2;7;2;0;0;4;5;0;2;7;0;2;0;2;4;2;0;0;4;5;0;2;7;5;4;0;9;0;0;5;4;0;0;4;3;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3359;Lower class large families;1;3;40-50 years;Family with grown ups;0 PCT;5;0;4;4;0;5;3;2;5;1;3;6;0;0;2;2;4;3;0;1;3;5;1;2;7;5;1;3;7;2;3;3;3;0;0;3;3;f 0;0;4;5;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3360;Low income catholics;1;2;50-60 years;Retired and Religeous;1 - 10 PCT;6;0;2;7;0;2;0;5;4;0;0;9;3;0;0;3;2;2;0;0;0;5;4;9;0;6;0;3;7;2;1;4;4;0;0;4;1;f 50 – 99;0;0;5;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3361;Lower class large families;1;4;40-50 years;Family with grown ups;0 PCT;3;2;4;8;0;1;1;1;8;2;2;5;2;0;0;3;4;1;2;2;0;6;1;1;8;8;1;0;6;3;3;5;2;0;0;3;3;f 50 – 99;0;0;6;0;4;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
3362;Lower class large families;2;3;40-50 years;Family with grown ups;0 PCT;2;3;5;6;3;0;0;3;6;0;1;8;0;0;0;1;6;3;0;1;1;8;0;3;6;6;3;0;9;0;3;5;2;1;0;3;3;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3363;Affluent young families;1;3;40-50 years;Average Family;11 - 23 PCT;1;2;5;6;2;1;1;4;4;0;4;5;1;3;1;4;1;2;2;2;3;3;1;1;8;6;1;3;7;2;1;3;6;0;0;4;7;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3364;Lower class large families;1;2;50-60 years;Family with grown ups;11 - 23 PCT;5;0;3;9;0;0;0;6;3;0;5;4;2;0;0;7;0;0;2;3;2;4;0;3;6;7;0;2;6;3;2;4;4;0;0;4;3;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3365;Lower class large families;1;4;40-50 years;Family with grown ups;0 PCT;6;0;3;7;0;2;2;2;6;0;3;6;0;0;0;2;8;0;0;1;2;6;0;2;7;9;0;0;9;0;5;0;4;0;0;4;3;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3366;Large religous families;2;2;30-40 years;Conservative families;0 PCT;6;1;3;5;1;3;2;2;5;0;2;7;0;0;1;2;3;5;0;1;2;6;2;6;3;5;2;3;8;1;8;1;1;0;0;2;5;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3367;Middle class families;1;4;30-40 years;Driven Growers;0 PCT;2;0;7;9;0;0;0;0;8;3;0;6;3;0;0;0;3;3;3;0;0;6;0;0;9;5;2;2;5;4;6;0;0;3;0;4;7;f 50 – 99;0;0;0;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
3368;Mixed apartment dwellers;1;2;30-40 years;Living well;0 PCT;7;2;0;9;0;0;4;3;2;1;6;3;1;0;0;3;3;4;1;1;3;5;1;8;1;7;0;2;7;2;1;4;3;3;0;6;2;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3369;Couples with teens 'Married with children';1;3;40-50 years;Family with grown ups;11 - 23 PCT;1;0;6;8;0;1;1;1;7;1;5;4;2;1;0;4;3;0;2;2;2;4;0;5;4;6;2;1;2;7;2;3;3;2;1;5;3;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3370;Middle class families;2;3;40-50 years;Driven Growers;0 PCT;5;2;3;7;1;2;2;3;5;3;4;3;4;0;0;4;1;0;4;2;2;2;0;1;8;8;0;1;6;3;0;5;4;0;0;4;7;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3371;Middle class families;1;4;40-50 years;Driven Growers;1 - 10 PCT;5;1;3;7;1;2;0;2;7;2;5;2;2;1;0;5;2;1;2;3;3;2;1;1;8;7;0;2;5;4;1;2;6;1;1;5;7;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3372;Affluent senior apartments;1;2;50-60 years;Successful hedonists;1 - 10 PCT;5;0;4;4;2;4;4;4;2;2;4;4;3;0;0;4;1;2;3;2;3;3;0;6;3;7;1;2;6;3;3;3;4;1;0;4;6;f 0;0;0;7;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3373;High status seniors;1;2;50-60 years;Successful hedonists;0 PCT;4;2;4;5;1;3;2;5;3;2;3;4;3;1;0;2;3;3;3;1;2;3;1;3;6;7;1;2;5;4;3;3;3;1;0;4;6;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3374;Modern complete families;1;3;40-50 years;Average Family;0 PCT;5;0;4;7;0;2;2;4;3;0;7;2;0;0;0;7;0;2;0;3;5;2;0;9;0;9;0;0;9;0;4;5;0;0;0;3;4;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3375;Lower class large families;2;3;40-50 years;Family with grown ups;0 PCT;6;1;3;7;0;2;1;3;6;1;2;7;1;0;1;3;3;4;1;2;1;6;1;1;8;8;0;1;8;1;0;2;7;0;0;4;3;f 50 – 99;0;0;5;0;0;0;0;0;0;0;4;0;0;0;3;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0
3376;Young low educated ;1;2;60-70 years;Living well;1 - 10 PCT;5;1;3;4;1;5;5;3;2;1;2;7;1;0;1;3;3;4;1;1;2;4;3;8;1;3;1;5;8;1;5;3;1;0;0;2;2;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3377;Young low educated ;1;2;40-50 years;Living well;1 - 10 PCT;5;1;3;4;1;5;4;2;3;1;3;5;1;0;1;2;3;4;1;2;2;5;1;5;4;5;1;3;8;1;5;3;2;0;0;3;2;f 0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3378;Career and childcare;1;3;40-50 years;Driven Growers;24 - 36 PCT;5;2;0;7;0;2;0;3;6;7;1;2;7;0;0;0;1;2;7;0;1;1;2;2;7;8;1;0;4;5;1;1;5;4;0;6;8;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3379;Low income catholics;1;2;50-60 years;Retired and Religeous;0 PCT;4;0;5;9;0;0;0;7;2;0;0;9;0;0;0;0;5;4;0;0;0;7;2;9;0;5;0;4;9;0;4;4;2;0;0;3;1;f 0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3380;Mixed rurals;1;3;40-50 years;Farmers;0 PCT;7;0;2;6;0;3;3;1;6;0;6;3;3;0;4;2;0;1;3;2;5;1;0;0;9;3;3;3;2;7;1;5;4;0;0;4;4;f 0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3381;Large family employed child;1;2;40-50 years;Family with grown ups;1 - 10 PCT;4;1;4;7;1;2;3;5;2;0;5;4;2;0;0;3;0;4;0;4;3;2;0;2;7;6;2;1;5;4;3;2;0;4;0;6;6;f 0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
3382;Couples with teens 'Married with children';1;3;30-40 years;Family with grown ups;0 PCT;7;2;0;7;2;0;0;6;3;2;7;0;2;0;0;7;0;0;2;3;4;0;0;0;9;7;2;0;7;2;0;6;3;0;0;4;3;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3383;Young and rising;1;2;40-50 years;Living well;11 - 23 PCT;6;1;1;7;1;2;3;3;4;1;5;4;2;1;0;4;1;3;1;3;2;4;1;4;5;7;1;1;5;4;2;6;2;1;0;3;3;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3384;Lower class large families;1;4;30-40 years;Family with grown ups;0 PCT;6;0;3;5;0;4;1;1;8;2;2;6;0;0;1;2;6;1;0;2;1;5;3;1;8;8;1;1;8;1;3;3;3;0;0;3;3;f 50 – 99;0;0;5;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3385;Village families;1;2;40-50 years;Family with grown ups;1 - 10 PCT;5;1;3;4;1;5;4;2;3;1;3;5;1;0;1;2;3;4;1;2;2;5;1;5;4;5;1;3;8;1;5;3;2;0;0;3;5;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
3386;Large family farms;1;2;50-60 years;Farmers;0 PCT;4;0;5;5;2;2;4;2;4;0;1;8;4;0;2;2;3;0;0;0;5;4;0;9;0;6;2;2;6;3;4;3;2;0;0;3;3;f 0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3387;Traditional families;1;2;30-40 years;Conservative families;0 PCT;4;2;4;7;1;2;3;4;3;1;1;8;1;0;0;3;6;0;1;1;1;8;0;3;6;7;1;1;8;1;0;7;2;0;0;4;4;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3388;Large religous families;1;3;30-40 years;Conservative families;0 PCT;5;0;4;5;1;3;2;1;7;1;4;5;1;1;0;2;3;3;1;3;1;4;1;7;2;5;1;4;7;2;3;5;2;0;0;3;5;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3389;Lower class large families;1;2;40-50 years;Family with grown ups;0 PCT;9;0;0;9;0;0;0;5;4;0;5;4;0;0;0;1;8;1;0;0;1;8;0;1;8;5;0;4;9;0;1;4;0;5;0;6;3;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
3390;Career and childcare;1;4;40-50 years;Driven Growers;63 - 75 PCT;3;0;0;4;0;5;1;4;4;1;8;0;1;0;0;5;3;0;1;1;7;0;0;0;9;7;2;0;4;5;0;2;4;3;0;6;8;f 50 – 99;0;0;6;0;0;0;0;0;0;0;5;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
3391;Large religous families;1;3;30-40 years;Conservative families;0 PCT;5;1;3;7;1;2;0;3;6;0;3;6;0;0;0;0;6;3;0;0;0;9;0;5;4;9;0;0;5;4;0;9;0;0;0;3;5;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
3392;Couples with teens 'Married with children';1;3;40-50 years;Family with grown ups;1 - 10 PCT;4;1;4;6;1;2;2;3;5;2;4;3;3;1;1;3;2;2;3;2;2;3;0;4;5;6;2;1;4;5;2;2;4;1;1;5;3;f 0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
3393;Young low educated ;1;2;40-50 years;Living well;24 - 36 PCT;1;1;5;3;2;5;5;4;2;0;8;1;1;0;0;5;2;2;1;2;6;2;0;2;7;5;2;2;8;1;4;5;1;0;0;2;2;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3394;Traditional families;1;2;40-50 years;Conservative families;0 PCT;5;2;2;4;2;4;4;4;3;1;3;5;2;1;0;3;2;3;2;2;1;3;2;6;3;6;1;3;8;1;4;3;3;0;0;3;4;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3395;Young low educated ;1;3;40-50 years;Living well;1 - 10 PCT;2;2;6;6;1;2;1;2;6;1;2;7;0;0;0;3;4;3;0;1;1;6;2;8;1;5;1;4;8;1;3;5;1;1;0;3;2;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3396;Young seniors in the city;1;2;40-50 years;Cruising Seniors;0 PCT;5;0;4;5;0;4;3;3;3;2;3;5;0;0;0;3;1;6;0;2;2;6;0;9;0;7;0;2;5;4;5;3;1;0;0;3;1;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3397;Mixed seniors;1;2;40-50 years;Successful hedonists;0 PCT;5;1;4;5;1;4;3;2;5;2;3;4;3;1;0;1;4;2;3;1;2;4;1;3;6;6;1;3;6;3;3;5;1;2;0;4;3;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
3398;Lower class large families;1;3;40-50 years;Family with grown ups;0 PCT;7;0;2;5;1;4;2;3;4;1;3;5;3;0;1;3;1;2;2;1;4;3;2;4;5;4;2;3;6;3;4;3;2;0;1;4;3;f 0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3399;Modern complete families;1;2;40-50 years;Average Family;11 - 23 PCT;3;1;5;5;2;2;2;4;4;1;5;4;2;0;0;4;3;1;1;3;1;5;1;8;1;6;2;2;8;1;2;5;2;1;1;4;4;f 0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3400;Lower class large families;2;3;40-50 years;Family with grown ups;0 PCT;4;2;3;7;0;2;0;2;7;0;2;7;0;0;2;4;0;3;0;0;5;4;0;0;9;7;0;2;9;0;3;6;0;0;0;3;3;f 0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3401;Family starters;1;3;40-50 years;Average Family;0 PCT;8;0;1;9;0;0;0;4;5;0;4;5;3;1;2;2;2;1;2;1;4;3;0;3;6;6;2;1;5;4;0;0;7;2;0;6;6;f 50 – 99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3402;Low income catholics;1;4;40-50 years;Retired and Religeous;0 PCT;3;0;6;9;0;0;0;5;4;0;1;8;1;0;0;4;1;5;0;1;0;4;5;4;5;9;0;0;4;5;1;4;4;1;0;4;1;f 0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3403;Mixed rurals;1;3;40-50 years;Farmers;0 PCT;7;0;2;6;0;3;3;1;6;0;6;3;3;0;4;2;0;1;3;2;5;1;0;0;9;3;3;3;2;7;1;5;4;0;0;4;4;f 0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
3404;Modern complete families;1;4;30-40 years;Average Family;11 - 23 PCT;4;1;3;7;1;1;1;2;6;3;4;2;3;0;0;4;2;1;3;3;3;2;0;2;7;9;0;0;5;4;2;3;5;0;0;4;4;f 0;5;0;6;6;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
3405;Lower class large families;1;3;40-50 years;Family with grown ups;0 PCT;8;0;1;9;0;0;0;4;5;0;3;6;1;1;1;2;5;0;1;0;4;5;0;0;9;6;3;0;6;3;5;4;0;0;0;3;3;f 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3406;Traditional families;1;3;40-50 years;Conservative families;24 - 36 PCT;4;2;2;9;0;0;3;4;3;3;4;3;2;0;0;3;1;5;2;4;1;3;0;0;9;7;2;0;9;0;0;5;3;2;0;5;4;f 50 – 99;0;0;5;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
3407;Religious elderly singles;1;2;50-60 years;Retired and Religeous;1 - 10 PCT;4;2;3;5;0;4;4;3;2;1;2;6;1;0;1;3;3;3;1;1;2;5;1;5;4;5;1;4;9;0;2;5;2;1;0;4;2;f 50 – 99;0;0;6;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
